,item_id,item_feature_0,item_feature_1,item_feature_2,item_feature_3
0,0,-0.49917162609493676,527a325f46248058e3c5df9fb548f05f,5e92ce840abf12dc17408ca42b189836,84fd569b1b2309788c39aced8f88d084
1,1,-0.5437753679553131,84c5238bc7dfedff64df3e71e39456d3,5e92ce840abf12dc17408ca42b189836,84fd569b1b2309788c39aced8f88d084
2,2,0.9727518552974822,84c5238bc7dfedff64df3e71e39456d3,b913be25b9f7b764dcdeeac826fbd94b,78469ccb0d9544e55354632ff51ed422
3,3,-0.5214734970251249,ab5678265d1b6b884ddc30cac35dc0b7,1c3a19a4f1fb7e108afd14f43393a79d,3c8f79fff6b73fd5a3eaebdc20b37078
4,4,1.9094304343653852,31a4dca305b5aae308a77f24d2568951,8d83a426afeac570837704062f5bbe37,78469ccb0d9544e55354632ff51ed422
5,5,-0.49917162609493676,ab5678265d1b6b884ddc30cac35dc0b7,5e92ce840abf12dc17408ca42b189836,84fd569b1b2309788c39aced8f88d084
6,6,0.34829946925221356,527a325f46248058e3c5df9fb548f05f,536e6a0637e2923835b9c85dc9398745,979ec370acfcbeb6a79e131db9ac4c62
7,7,-0.2761529167930551,9a2a41dfb2af3d9b20b5e58eed23f4f8,5e92ce840abf12dc17408ca42b189836,84fd569b1b2309788c39aced8f88d084
8,8,-0.6552847226062539,ab5678265d1b6b884ddc30cac35dc0b7,a472426cf770b94bf774a0efb89080bd,84fd569b1b2309788c39aced8f88d084
9,9,-0.38766227144399595,527a325f46248058e3c5df9fb548f05f,adfeed89343845820ec6e4afc2bcde15,b106244c2b3aa33fb9f1a9193badc19c
10,10,0.34829946925221356,31a4dca305b5aae308a77f24d2568951,229ddd5c1687175cd18d3e3b1c816465,84fd569b1b2309788c39aced8f88d084
11,11,1.9094304343653852,527a325f46248058e3c5df9fb548f05f,8dffa1b0f662ed25cf44b4c0daff9207,78469ccb0d9544e55354632ff51ed422
12,12,3.1583352064559223,31a4dca305b5aae308a77f24d2568951,b913be25b9f7b764dcdeeac826fbd94b,78469ccb0d9544e55354632ff51ed422
13,13,1.5972042413427507,31a4dca305b5aae308a77f24d2568951,a54e4753d385aad2954d8c2cc7f4ee00,78469ccb0d9544e55354632ff51ed422
14,14,1.4410911448314336,ab5678265d1b6b884ddc30cac35dc0b7,b913be25b9f7b764dcdeeac826fbd94b,78469ccb0d9544e55354632ff51ed422
15,15,1.8425248215748207,ab5678265d1b6b884ddc30cac35dc0b7,b913be25b9f7b764dcdeeac826fbd94b,78469ccb0d9544e55354632ff51ed422
16,16,0.6605256622748479,527a325f46248058e3c5df9fb548f05f,02f313f24a15548a9d0c2948d584f370,36163e60414fb83e275f7a3cff00ccbc
17,17,1.4410911448314336,527a325f46248058e3c5df9fb548f05f,50b2b3c1fbfe11227c13f51b876a87a2,78469ccb0d9544e55354632ff51ed422
18,18,0.8389406297163532,ab5678265d1b6b884ddc30cac35dc0b7,50b2b3c1fbfe11227c13f51b876a87a2,78469ccb0d9544e55354632ff51ed422
19,19,-0.8336996900477592,ab5678265d1b6b884ddc30cac35dc0b7,7ee018fa21054e085847b83adcde16ea,84fd569b1b2309788c39aced8f88d084
20,20,-0.18694543307230246,527a325f46248058e3c5df9fb548f05f,0a13a288ab79c3e522be11f1763e9fb8,3c8f79fff6b73fd5a3eaebdc20b37078
21,21,-0.4099641423741841,527a325f46248058e3c5df9fb548f05f,5aa6086753a8f50f472a7879ddf6e57e,3c8f79fff6b73fd5a3eaebdc20b37078
22,22,-0.5214734970251249,ab5678265d1b6b884ddc30cac35dc0b7,5aa6086753a8f50f472a7879ddf6e57e,3c8f79fff6b73fd5a3eaebdc20b37078
23,23,-0.7444922063270066,84c5238bc7dfedff64df3e71e39456d3,5aa6086753a8f50f472a7879ddf6e57e,3c8f79fff6b73fd5a3eaebdc20b37078
24,24,-0.5883791098156894,84c5238bc7dfedff64df3e71e39456d3,5aa6086753a8f50f472a7879ddf6e57e,3c8f79fff6b73fd5a3eaebdc20b37078
25,25,-0.43226601330437225,84c5238bc7dfedff64df3e71e39456d3,5aa6086753a8f50f472a7879ddf6e57e,3c8f79fff6b73fd5a3eaebdc20b37078
26,26,-0.5214734970251249,ab5678265d1b6b884ddc30cac35dc0b7,1c3a19a4f1fb7e108afd14f43393a79d,3c8f79fff6b73fd5a3eaebdc20b37078
27,27,-0.5214734970251249,84640f156cd8cf32ecf2fa3aa9904dfc,5e92ce840abf12dc17408ca42b189836,84fd569b1b2309788c39aced8f88d084
28,28,-0.38766227144399595,1c3ca9815f059a8c26c6d1fae6071105,5cb8a4e490e08332e9b3a4773a5cfef6,78469ccb0d9544e55354632ff51ed422
29,29,0.6382237913446597,bf9100bc60ba7ae103ce1297f9e7187b,a54e4753d385aad2954d8c2cc7f4ee00,78469ccb0d9544e55354632ff51ed422
30,30,-0.12003982028173796,527a325f46248058e3c5df9fb548f05f,adfeed89343845820ec6e4afc2bcde15,b106244c2b3aa33fb9f1a9193badc19c
31,31,-0.2761529167930551,527a325f46248058e3c5df9fb548f05f,adfeed89343845820ec6e4afc2bcde15,b106244c2b3aa33fb9f1a9193badc19c
32,32,-0.947439231791719,a4752221d5657e31030d04a82d0ed4b3,0a13a288ab79c3e522be11f1763e9fb8,3c8f79fff6b73fd5a3eaebdc20b37078
33,33,-0.947439231791719,a4752221d5657e31030d04a82d0ed4b3,0a13a288ab79c3e522be11f1763e9fb8,3c8f79fff6b73fd5a3eaebdc20b37078
34,34,-0.7244205224898372,a4752221d5657e31030d04a82d0ed4b3,536e6a0637e2923835b9c85dc9398745,979ec370acfcbeb6a79e131db9ac4c62
35,35,-0.7244205224898372,a4752221d5657e31030d04a82d0ed4b3,536e6a0637e2923835b9c85dc9398745,979ec370acfcbeb6a79e131db9ac4c62
36,36,0.19218637274089637,fd5c8b8aa48f0f39108b280da9c3bb99,5e92ce840abf12dc17408ca42b189836,84fd569b1b2309788c39aced8f88d084
37,37,0.19218637274089637,fd5c8b8aa48f0f39108b280da9c3bb99,adfeed89343845820ec6e4afc2bcde15,b106244c2b3aa33fb9f1a9193badc19c
38,38,2.689995916921971,ab5678265d1b6b884ddc30cac35dc0b7,8dffa1b0f662ed25cf44b4c0daff9207,78469ccb0d9544e55354632ff51ed422
39,39,1.1288649518087994,9a2a41dfb2af3d9b20b5e58eed23f4f8,8dffa1b0f662ed25cf44b4c0daff9207,78469ccb0d9544e55354632ff51ed422
40,40,-0.38766227144399595,527a325f46248058e3c5df9fb548f05f,adfeed89343845820ec6e4afc2bcde15,b106244c2b3aa33fb9f1a9193badc19c
41,41,0.5044125657635307,9a2a41dfb2af3d9b20b5e58eed23f4f8,02f313f24a15548a9d0c2948d584f370,36163e60414fb83e275f7a3cff00ccbc
42,42,2.0655435308767025,9a2a41dfb2af3d9b20b5e58eed23f4f8,577f2100c2b03c70ba37174fcc43261f,78469ccb0d9544e55354632ff51ed422
43,43,-0.5214734970251249,527a325f46248058e3c5df9fb548f05f,5aa6086753a8f50f472a7879ddf6e57e,3c8f79fff6b73fd5a3eaebdc20b37078
44,44,-0.9675109156288882,ab5678265d1b6b884ddc30cac35dc0b7,5aa6086753a8f50f472a7879ddf6e57e,3c8f79fff6b73fd5a3eaebdc20b37078
