,item_id,item_feature_0,item_feature_1,item_feature_2,item_feature_3
0,0,-0.49917162609493676,aed790911d0344f149be2fb9470d6f0a,67503f4af781d4037a8bac5e22549edd,5c1e29f902c3ad66e0ff9f6020b1aa0b
1,1,-0.5437753679553131,31af389431e50a8fcd6470aeeb7951f8,67503f4af781d4037a8bac5e22549edd,5c1e29f902c3ad66e0ff9f6020b1aa0b
2,2,0.9727518552974822,31af389431e50a8fcd6470aeeb7951f8,84da86f2aa5e816a473e4065f137bfa9,1ead5eb1766472d5bbe45ef0d5654a59
3,3,-0.5214734970251249,62dc7dd3bfeff6123b2f6f243da49a17,baf3941793166b612fd495e7ee5f9111,f56faf88e4759846197592d0216dd55b
4,4,1.9094304343653852,e2d1f9aa026708d54e048afce24cd2fe,1c267fe1a67f13b0417f8cf83c79cd7a,1ead5eb1766472d5bbe45ef0d5654a59
5,5,-0.49917162609493676,62dc7dd3bfeff6123b2f6f243da49a17,67503f4af781d4037a8bac5e22549edd,5c1e29f902c3ad66e0ff9f6020b1aa0b
6,6,0.34829946925221356,aed790911d0344f149be2fb9470d6f0a,db89dce634765a5e7869fe1d551e7248,c5f30230aeb098ffdbba4c8ce226a78a
7,7,-0.2761529167930551,d2ef53adfb714b9e621adde9b61d5e53,67503f4af781d4037a8bac5e22549edd,5c1e29f902c3ad66e0ff9f6020b1aa0b
8,8,-0.6552847226062539,62dc7dd3bfeff6123b2f6f243da49a17,e0819c570f6e750636fa5afa59077331,5c1e29f902c3ad66e0ff9f6020b1aa0b
9,9,-0.38766227144399595,aed790911d0344f149be2fb9470d6f0a,b337704829af54b7a3da18f555ad2fb9,1ced27f8748b9def6220f316c049381d
10,10,0.34829946925221356,e2d1f9aa026708d54e048afce24cd2fe,7c5dfc75f4717b2688cae90afc2be47b,5c1e29f902c3ad66e0ff9f6020b1aa0b
11,11,1.9094304343653852,aed790911d0344f149be2fb9470d6f0a,2a6d2f8e3bea6e95b9d0622b41a99bbd,1ead5eb1766472d5bbe45ef0d5654a59
12,12,3.1583352064559223,e2d1f9aa026708d54e048afce24cd2fe,84da86f2aa5e816a473e4065f137bfa9,1ead5eb1766472d5bbe45ef0d5654a59
13,13,1.5972042413427507,e2d1f9aa026708d54e048afce24cd2fe,3d18d5b256cf24fb0adc0bbb50dec23b,1ead5eb1766472d5bbe45ef0d5654a59
14,14,1.4410911448314336,62dc7dd3bfeff6123b2f6f243da49a17,84da86f2aa5e816a473e4065f137bfa9,1ead5eb1766472d5bbe45ef0d5654a59
15,15,1.8425248215748207,62dc7dd3bfeff6123b2f6f243da49a17,84da86f2aa5e816a473e4065f137bfa9,1ead5eb1766472d5bbe45ef0d5654a59
16,16,0.6605256622748479,aed790911d0344f149be2fb9470d6f0a,1aea2967a11e22c399108e65491126aa,2db6b0c562a5255a63087f66dd78af2d
17,17,1.4410911448314336,aed790911d0344f149be2fb9470d6f0a,cf7fbe2c3121a682bc5683de789c990d,1ead5eb1766472d5bbe45ef0d5654a59
18,18,0.8389406297163532,62dc7dd3bfeff6123b2f6f243da49a17,cf7fbe2c3121a682bc5683de789c990d,1ead5eb1766472d5bbe45ef0d5654a59
19,19,-0.8336996900477592,62dc7dd3bfeff6123b2f6f243da49a17,3f1d208a85ba1e71ebff82ab7f62a2eb,5c1e29f902c3ad66e0ff9f6020b1aa0b
20,20,-0.18694543307230246,aed790911d0344f149be2fb9470d6f0a,538cee29396c83acd850e86939150390,f56faf88e4759846197592d0216dd55b
